%time,field.x,field.y,field.z
2887000000,0.29850314074,-1.9750706431,1.5
2887000000,0.298503159256,-1.97507063962,1.5
2887000000,0.298503177613,-1.97507063614,1.5
2887000000,0.298503195641,-1.97507063271,1.5
2887000000,0.298503213172,-1.97507062936,1.5
2887000000,0.298503230043,-1.97507062613,1.5
2887000000,0.298503246098,-1.97507062305,1.5
2887000000,0.298503261188,-1.97507062016,1.5
2887000000,0.298503275173,-1.97507061749,1.5
2887000000,0.298503287925,-1.97507061507,1.5
2888000000,0.298503299325,-1.97507061293,1.5
2889000000,0.298503309269,-1.97507061108,1.5
2890000000,0.298503317668,-1.97507060955,1.5
2891000000,0.298503324442,-1.97507060835,1.5
2892000000,0.298503329534,-1.9750706075,1.5
2893000000,0.298503332896,-1.97507060701,1.5
2894000000,0.2985033345,-1.97507060689,1.5
2895000000,0.298503334333,-1.97507060713,1.5
2896000000,0.2985033324,-1.97507060774,1.5
2897000000,0.29850332872,-1.97507060871,1.5
2898000000,0.29850332333,-1.97507061004,1.5
2899000000,0.298503316281,-1.97507061171,1.5
2900000000,0.298503307643,-1.97507061371,1.5
2901000000,0.298503297496,-1.97507061602,1.5
2902000000,0.298503285938,-1.97507061861,1.5
2903000000,0.298503273075,-1.97507062147,1.5
2904000000,0.29850325903,-1.97507062456,1.5
2905000000,0.298503243933,-1.97507062786,1.5
2906000000,0.298503227926,-1.97507063134,1.5
2907000000,0.298503211156,-1.97507063496,1.5
2908000000,0.298503193782,-1.97507063868,1.5
2909000000,0.298503175963,-1.97507064247,1.5
2910000000,0.298503157865,-1.9750706463,1.5
2911000000,0.298503139656,-1.97507065013,1.5
2912000000,0.298503121504,-1.97507065391,1.5
2913000000,0.298503103576,-1.97507065762,1.5
2914000000,0.298503086039,-1.97507066121,1.5
2915000000,0.298503069054,-1.97507066464,1.5
2916000000,0.298503052777,-1.97507066789,1.5
2917000000,0.29850303736,-1.97507067092,1.5
2918000000,0.298503022943,-1.97507067369,1.5
2919000000,0.29850300966,-1.97507067618,1.5
2920000000,0.298502997632,-1.97507067837,1.5
2921000000,0.298502986971,-1.97507068021,1.5
2922000000,0.298502977774,-1.9750706817,1.5
2923000000,0.298502970127,-1.97507068282,1.5
2924000000,0.298502964098,-1.97507068354,1.5
2925000000,0.298502959745,-1.97507068386,1.5
2926000000,0.298502957103,-1.97507068377,1.5
2927000000,0.298502956198,-1.97507068326,1.5
2928000000,0.298502957034,-1.97507068233,1.5
2929000000,0.298502959604,-1.97507068099,1.5
2930000000,0.298502963879,-1.97507067923,1.5
2931000000,0.298502969819,-1.97507067707,1.5
2932000000,0.298502977366,-1.97507067453,1.5
2933000000,0.298502986449,-1.97507067161,1.5
2934000000,0.298502996979,-1.97507066834,1.5
2934000000,0.298503008859,-1.97507066474,1.5
2935000000,0.298503021973,-1.97507066084,1.5
2937000000,0.298503036198,-1.97507065666,1.5
2938000000,0.298503051397,-1.97507065223,1.5
2939000000,0.298503067428,-1.97507064759,1.5
2940000000,0.298503084135,-1.97507064276,1.5
2941000000,0.298503101362,-1.9750706378,1.5
2942000000,0.298503118943,-1.97507063273,1.5
2943000000,0.298503136713,-1.97507062758,1.5
2944000000,0.298503154501,-1.97507062241,1.5
2945000000,0.298503172138,-1.97507061724,1.5
2946000000,0.298503189458,-1.97507061211,1.5
2947000000,0.298503206295,-1.97507060707,1.5
2948000000,0.298503222489,-1.97507060214,1.5
