%time,field.x,field.y,field.z
4000000,0.298502747442,-1.97507074312,1.5
4000000,0.300953726872,-1.97433998182,1.5
4000000,0.298438429158,-1.97472717558,1.5
4000000,0.303501429123,-1.97313310722,1.5
5000000,0.303564094284,-1.97266432794,1.5
6000000,0.298790314015,-1.9733567013,1.5
7000000,0.302079075664,-1.97172409723,1.5
8000000,0.300437068539,-1.97125595264,1.5
9000000,0.298903353654,-1.97069923163,1.5
10000000,0.297473932049,-1.97005039173,1.5
10000000,0.29615138941,-1.96930376495,1.5
12000000,0.294936373702,-1.96845366058,1.5
14000000,0.293831917459,-1.96749360573,1.5
14000000,0.292838802439,-1.96641703364,1.5
15000000,0.291960208108,-1.96521658996,1.5
16000000,0.291196708978,-1.96388488884,1.5
17000000,0.290551142173,-1.96241379983,1.5
18000000,0.290023215953,-1.96079528786,1.5
19000000,0.289614567037,-1.95902072726,1.5
20000000,0.28932250683,-1.9570819936,1.5
21000000,0.289144412333,-1.95497117199,1.5
22000000,0.289066660728,-1.95268343241,1.5
23000000,0.289047663603,-1.95022527336,1.5
24000000,0.28887142258,-1.94767109362,1.5
25000000,0.2888042169,-1.94491301975,1.5
26000000,0.288790554157,-1.94196255176,1.5
27000000,0.288542527277,-1.93892983986,1.5
28000000,0.28841668948,-1.93566187265,1.5
29000000,0.288394132956,-1.93215613296,1.5
30000000,0.288279012693,-1.92848659687,1.5
31000000,0.288262442337,-1.92456127236,1.5
32000000,0.288085585545,-1.92048680625,1.5
33000000,0.288024747716,-1.91612926351,1.5
33000000,0.288019298631,-1.91150483316,1.5
33000000,0.287471948217,-1.90689314264,1.5
36000000,0.2870526862,-1.90196499338,1.5
37000000,0.286769774027,-1.89670774941,1.5
37000000,0.286613671378,-1.89111172401,1.5
38000000,0.286567075203,-1.88517297646,1.5
39000000,0.286546041932,-1.8789210259,1.5
39000000,0.286433606771,-1.87240810684,1.5
41000000,0.286400340501,-1.86553185325,1.5
42000000,0.286348160389,-1.85833638578,1.5
43000000,0.286322309883,-1.85078551342,1.5
45000000,0.286236448242,-1.8429185845,1.5
45000000,0.286204978415,-1.83466032166,1.5
47000000,0.28613633787,-1.82605398581,1.5
48000000,0.286102149351,-1.81704822479,1.5
49000000,0.286035467543,-1.80767331665,1.5
49000000,0.285992884162,-1.79788626435,1.5
50000000,0.285934493266,-1.7877025096,1.5
51000000,0.285881832569,-1.77709981676,1.5
52000000,0.285824751902,-1.76607709436,1.5
53000000,0.285762177633,-1.75462573713,1.5
55000000,0.285697501178,-1.74273673239,1.5
55000000,0.285629543666,-1.73040409962,1.5
56000000,0.28555346147,-1.71762241732,1.5
58000000,0.285473969352,-1.70438351671,1.5
59000000,0.285385065308,-1.69068331423,1.5
60000000,0.285290127241,-1.67651506678,1.5
61000000,0.28518379107,-1.6618750619,1.5
62000000,0.285068226762,-1.64675788793,1.5
63000000,0.284938189501,-1.63116048874,1.5
64000000,0.284794841564,-1.61507865461,1.5
65000000,0.284632775728,-1.59851013995,1.5
66000000,0.284452233156,-1.58145186955,1.5
67000000,0.28424747233,-1.56390248504,1.5
68000000,0.28401786995,-1.54585998014,1.5
69000000,0.283757270641,-1.52732389073,1.5
70000000,0.283464253509,-1.50829319376,1.5
71000000,0.283132238246,-1.48876827195,1.5
71000000,0.282759080827,-1.46874898219,1.5
72000000,0.282337796801,-1.44823647457,1.5
74000000,0.281864548746,-1.42723158132,1.5
75000000,0.281335090504,-1.405735505,1.5
76000000,0.280741872243,-1.38375037597,1.5
77000000,0.28008113936,-1.36127779521,1.5
78000000,0.279344953298,-1.33832044249,1.5
79000000,0.278528907623,-1.31488046447,1.5
80000000,0.27762462432,-1.29096102338,1.5
83000000,0.276626987024,-1.26656475005,1.5
83000000,0.275527092694,-1.24169523947,1.5
83000000,0.274319018798,-1.21635556507,1.5
83000000,0.272993216267,-1.19054972451,1.5
84000000,0.271542822617,-1.16428121429,1.5
86000000,0.269957485966,-1.13755442768,1.5
87000000,0.268229232258,-1.11037329085,1.5
88000000,0.266346712993,-1.08274261398,1.5
89000000,0.264300015182,-1.05466694671,1.5
90000000,0.262078412894,-1.02615110999,1.5
91000000,0.259668619847,-0.997200661136,1.5
92000000,0.257058863976,-0.967820871751,1.5
93000000,0.254234212843,-0.938017955144,1.5
93000000,0.251180864825,-0.907797969973,1.5
93000000,0.247881914302,-0.877167996605,1.5
93000000,0.244321189623,-0.846135140584,1.5
96000000,0.240479462446,-0.814707658543,1.5
98000000,0.236337837146,-0.782894075393,1.5
99000000,0.231874415827,-0.750704259484,1.5
100000000,0.227067246372,-0.718148669761,1.5
101000000,0.221891463628,-0.685239377722,1.5
102000000,0.216321809253,-0.651989461497,1.5
102000000,0.210330279999,-0.618413967638,1.5
104000000,0.20388824322,-0.584529465985,1.5
105000000,0.196964633244,-0.550354935928,1.5
106000000,0.189527563815,-0.515911536846,1.5
107000000,0.181543799849,-0.481223139449,1.5
108000000,0.17297878673,-0.446316714725,1.5
109000000,0.163797799581,-0.411222318562,1.5
109000000,0.15396566221,-0.375973624488,1.5
111000000,0.143447976924,-0.340607865134,1.5
112000000,0.132211305758,-0.305166153898,1.5
113000000,0.120224557205,-0.269693246455,1.5
114000000,0.107459325621,-0.234237642663,1.5
115000000,0.0938915891649,-0.198850953844,1.5
115000000,0.0795019627905,-0.163587735775,1.5
117000000,0.0642775289676,-0.128504379205,1.5
118000000,0.0482118672849,-0.0936586120261,1.5
119000000,0.0313065881401,-0.0591080247704,1.5
120000000,0.0135710694584,-0.0249092569613,1.5
