%time,field0,field1
33000000,0.0999996847604,0.100001438864
33000000,0.0999996847604,0.100001438864
34000000,0.0999996655836,0.100001478618
34000000,0.0999996655836,0.100001478618
35000000,0.0999996567344,0.100001491376
37000000,0.0999996483681,0.100001499467
37000000,0.0999996404657,0.100001503012
38000000,0.0999996330052,0.100001502176
40000000,0.0999996259542,0.100001497173
40000000,0.0999996259542,0.100001497173
42000000,0.0999996068701,0.100001459904
42000000,0.0999996068701,0.100001459904
43000000,0.0999996010376,0.100001441168
45000000,0.0999995953786,0.100001419912
46000000,0.0999995843286,0.100001371569
46000000,0.0999995843286,0.100001371569
47000000,0.0999995788053,0.100001345398
48000000,0.0999995731915,0.100001318533
50000000,0.099999567415,0.100001291468
50000000,0.099999567415,0.100001291468
53000000,0.0999995483891,0.10000121408
53000000,0.0999995483891,0.10000121408
53000000,0.0999995483891,0.10000121408
54000000,0.0999995335751,0.100001170615
56000000,0.0999995253209,0.100001152764
56000000,0.0999995253209,0.100001152764
57000000,0.099999506793,0.100001127081
59000000,0.0999994964007,0.100001120074
61000000,0.0999994730981,0.100001119541
61000000,0.0999994730981,0.100001119541
63000000,0.0999994461553,0.10000113896
63000000,0.0999994461553,0.10000113896
63000000,0.0999994312356,0.100001156731
64000000,0.0999994153204,0.100001180095
66000000,0.0999993804493,0.100001243969
66000000,0.0999993804493,0.100001243969
67000000,0.0999993614855,0.100001284541
68000000,0.0999993614855,0.100001284541
69000000,0.0999993205372,0.100001382741
71000000,0.0999992985873,0.10000144014
71000000,0.0999992756864,0.100001502841
72000000,0.0999992518703,0.100001570615
75000000,0.0999992016538,0.100001720267
75000000,0.0999992016538,0.100001720267
76000000,0.0999991753498,0.100001801488
76000000,0.0999991483224,0.10000188648
78000000,0.0999991483224,0.10000188648
79000000,0.09999906351,0.100002159868
79000000,0.09999906351,0.100002159868
80000000,0.0999990342198,0.100002255615
82000000,0.0999989745402,0.100002451093
82000000,0.0999989745402,0.100002451093
85000000,0.0999989443002,0.100002549803
85000000,0.0999989138939,0.10000264848
85000000,0.0999988833948,0.100002746615
87000000,0.099998852876,0.100002843714
88000000,0.0999988224079,0.100002939294
88000000,0.0999988224079,0.100002939294
90000000,0.0999987618914,0.100003124073
90000000,0.0999987319676,0.100003212425
92000000,0.099998673066,0.100003379167
92000000,0.099998673066,0.100003379167
93000000,0.0999986441832,0.10000345691
95000000,0.0999986157337,0.100003530537
95000000,0.0999986157337,0.100003530537
96000000,0.0999985602557,0.100003664615
97000000,0.099998533272,0.100003724767
99000000,0.0999984808775,0.100003830903
99000000,0.0999984808775,0.100003830903
100000000,0.0999984808775,0.100003830903
101000000,0.0999984305781,0.100003918195
101000000,0.0999984305781,0.100003918195
101000000,0.0999983822755,0.100003987362
101000000,0.0999983822755,0.100003987362
101000000,0.0999983357653,0.100004039858
106000000,0.099998313092,0.100004060493
108000000,0.0999982686773,0.100004092148
108000000,0.0999982686773,0.100004092148
109000000,0.0999982468296,0.100004103912
111000000,0.0999982251451,0.10000411351
111000000,0.0999982251451,0.10000411351
112000000,0.0999981820089,0.100004127973
113000000,0.0999981604245,0.100004133766
115000000,0.0999981168794,0.100004144877
115000000,0.0999981168794,0.100004144877
116000000,0.0999980947782,0.100004151173
118000000,0.0999980723644,0.100004158612
118000000,0.0999980723644,0.100004158612
120000000,0.0999980263248,0.100004178841
120000000,0.0999980263248,0.100004178841
121000000,0.0999979782252,0.1000042093
123000000,0.099997927575,0.100004253423
123000000,0.099997927575,0.100004253423
124000000,0.099997901158,0.100004281555
126000000,0.0999978459143,0.100004351558
126000000,0.0999978459143,0.100004351558
127000000,0.0999978170146,0.100004393945
129000000,0.0999977872237,0.100004441529
130000000,0.0999977248957,0.100004552837
131000000,0.0999977248957,0.100004552837
131000000,0.0999976923381,0.100004616715
134000000,0.0999976244348,0.10000476095
134000000,0.0999976244348,0.10000476095
134000000,0.0999976244348,0.10000476095
135000000,0.0999975528971,0.100004926638
137000000,0.0999975158208,0.100005017159
137000000,0.0999974779168,0.100005112514
138000000,0.0999974392228,0.100005212437
139000000,0.0999973997856,0.100005316626
140000000,0.0999973596538,0.100005424741
141000000,0.0999973188842,0.10000553641
142000000,0.0999972775341,0.100005651233
144000000,0.0999972356682,0.100005768785
145000000,0.0999971933509,0.100005888619
145000000,0.0999971506522,0.100006010269
146000000,0.0999971076417,0.100006133254
150000000,0.0999970643936,0.100006257078
151000000,0.0999969339591,0.100006628568
152000000,0.0999968904945,0.100006750752
152000000,0.0999968904945,0.100006750752
152000000,0.0999968904945,0.100006750752
152000000,0.0999968471545,0.100006871312
153000000,0.0999968040062,0.100006989795
155000000,0.099996761113,0.10000710577
155000000,0.0999967185352,0.100007218832
157000000,0.0999966763272,0.100007328609
158000000,0.0999966345401,0.100007434763
158000000,0.0999966345401,0.100007434763
159000000,0.0999965524002,0.100007635037
160000000,0.0999965121188,0.100007728679
162000000,0.0999964332656,0.100007902111
162000000,0.0999964332656,0.100007902111
163000000,0.0999963947264,0.100007981692
165000000,0.0999963194506,0.100008126423
165000000,0.0999963194506,0.100008126423
167000000,0.0999962465386,0.100008252244
168000000,0.0999962465386,0.100008252244
168000000,0.0999962465386,0.100008252244
169000000,0.0999961758484,0.100008360198
170000000,0.0999961412638,0.100008407991
172000000,0.0999961071373,0.100008452019
173000000,0.0999961071373,0.100008452019
173000000,0.0999960400723,0.100008530066
174000000,0.0999960070312,0.10000856481
176000000,0.0999959416464,0.10000862775
176000000,0.0999959416464,0.10000862775
177000000,0.0999959091782,0.100008656819
179000000,0.0999958443616,0.100008712453
179000000,0.0999958443616,0.100008712453
180000000,0.0999958118778,0.100008739967
181000000,0.0999957792528,0.100008767918
183000000,0.099995713305,0.100008827043
183000000,0.099995713305,0.100008827043
184000000,0.0999956798468,0.100008859169
186000000,0.099995611639,0.100008930813
186000000,0.099995611639,0.100008930813
188000000,0.0999955767691,0.100008971175
189000000,0.0999955052284,0.100009062877
190000000,0.0999955052284,0.100009062877
191000000,0.0999954309836,0.10000917136
192000000,0.0999954309836,0.10000917136
193000000,0.0999953537503,0.100009298648
193000000,0.0999953537503,0.100009298648
194000000,0.0999953139517,0.100009369791
196000000,0.0999952733442,0.100009446082
196000000,0.099995231923,0.100009527572
197000000,0.099995189687,0.100009614267
198000000,0.0999951466452,0.100009706125
200000000,0.0999951028099,0.100009803059
200000000,0.0999951028099,0.100009803059
201000000,0.0999950128514,0.100010011571
202000000,0.0999949667886,0.100010122752
204000000,0.0999949200523,0.100010238216
204000000,0.0999948726889,0.100010357664
206000000,0.0999948247463,0.100010480764
206000000,0.0999947762804,0.10001060715
207000000,0.0999947273481,0.100010736429
209000000,0.0999946283382,0.100011001972
209000000,0.0999946283382,0.100011001972
210000000,0.0999945783932,0.100011137341
212000000,0.0999945282461,0.100011273819
212000000,0.0999944779686,0.100011410929
215000000,0.0999943270753,0.100011821139
215000000,0.0999943270753,0.100011821139
216000000,0.0999943270753,0.100011821139
216000000,0.0999942769976,0.100011955879
218000000,0.0999942271461,0.100012088834
219000000,0.0999941283836,0.100012347621
219000000,0.0999941283836,0.100012347621
221000000,0.0999940312754,0.100012594213
221000000,0.0999940312754,0.100012594213
222000000,0.0999939834755,0.100012712038
224000000,0.0999938896056,0.100012935257
224000000,0.0999938896056,0.100012935257
226000000,0.0999938436072,0.100013040177
226000000,0.0999937982715,0.10001314039
227000000,0.0999937536169,0.10001323577
228000000,0.0999937096583,0.100013326233
229000000,0.0999937096583,0.100013326233
230000000,0.099993623845,0.100013492315
232000000,0.099993581983,0.100013568002
232000000,0.0999935408025,0.100013638909
233000000,0.0999935002818,0.100013705184
234000000,0.0999934603963,0.100013767016
235000000,0.0999934211119,0.100013824637
236000000,0.0999934211119,0.100013824637
