%time,field0,field1
6787000000,-6.43318995513,2.99861690861
6787000000,-6.43454603389,2.99861258322
6787000000,-6.43590384731,2.99860804945
6787000000,-6.43590384731,2.99860330675
6787000000,-6.43862464735,2.99859835458
6787000000,-6.43998762978,2.9985931924
6788000000,-6.44271876045,2.9985822359
6788000000,-6.44271876045,2.9985822359
6789000000,-6.44408690453,2.99857644053
6791000000,-6.44545675725,2.99857043304
6792000000,-6.44820160328,2.99855777966
6793000000,-6.44820160328,2.99855777966
6793000000,-6.44957659238,2.99855113274
6794000000,-6.45095328151,2.99854427166
6796000000,-6.4523316803,2.99853719592
6796000000,-6.45371177477,2.99852990502
6797000000,-6.45509357463,2.99852239848
6799000000,-6.45647706577,2.99851467579
6799000000,-6.457862258,2.99850673649
6800000000,-6.4592491371,2.99849858008
6802000000,-6.46202797121,2.99848161408
6802000000,-6.46202797121,2.99848161408
6804000000,-6.46481355041,2.99846377406
6804000000,-6.46481355041,2.99846377406
6806000000,-6.46620886694,2.99845452515
6807000000,-6.46900453036,2.99843536726
6807000000,-6.46900453036,2.99843536726
6808000000,-6.4704048727,2.9984254574
6810000000,-6.47321057975,2.99840497371
6810000000,-6.47321057975,2.99840497371
6811000000,-6.47461593995,2.99839439902
6812000000,-6.47602295981,2.99838360187
6814000000,-6.47884199453,2.99836133859
6814000000,-6.47884199453,2.99836133859
6816000000,-6.48025400481,2.99834987164
6817000000,-6.48308298678,2.99832626519
6817000000,-6.48308298678,2.99832626519
6819000000,-6.48449995374,2.9983141249
6819000000,-6.48591857687,2.99830175943
6821000000,-6.4873388408,2.99828916838
6821000000,-6.4887607562,2.9982763514
6823000000,-6.49018430761,2.99826330814
6823000000,-6.49018430761,2.99826330814
6824000000,-6.49303633509,2.99823654139
6826000000,-6.49589490401,2.99820886543
6826000000,-6.49589490401,2.99820886543
6828000000,-6.49732663881,2.99819468569
6828000000,-6.49875999496,2.99818027769
6830000000,-6.50019498349,2.99816564114
6831000000,-6.50163158841,2.99815077572
6833000000,-6.50450966466,2.99812035718
6833000000,-6.50450966466,2.99812035718
6833000000,-6.50595113106,2.9981048035
6834000000,-6.50739420384,2.99808901986
6836000000,-6.51028518595,2.99805676169
6836000000,-6.51028518595,2.99805676169
6838000000,-6.51318259079,2.99802358074
6838000000,-6.51318259079,2.99802358074
6840000000,-6.5146336989,2.99800664367
6840000000,-6.51608639804,2.99798947522
6841000000,-6.51754069969,2.99797207523
6843000000,-6.52045407205,2.99793657979
6843000000,-6.52045407205,2.99793657979
6845000000,-6.52191313753,2.997918484
6846000000,-6.52483602826,2.99788159547
6846000000,-6.52483602826,2.99788159547
6846000000,-6.52629984831,2.99786280243
6849000000,-6.52776523835,2.99784377669
6850000000,-6.5307007466,2.99780502665
6850000000,-6.5307007466,2.99780502665
6852000000,-6.53364253165,2.99776534452
6852000000,-6.53364253165,2.99776534452
6856000000,-6.53511577493,2.9977451537
6856000000,-6.53806693475,2.99770407223
6856000000,-6.53806693475,2.99770407223
6857000000,-6.54102431716,2.99766205734
6857000000,-6.54102431716,2.99766205734
6858000000,-6.54250533124,2.99764069979
6860000000,-6.54547200622,2.99759728448
6860000000,-6.54547200622,2.99759728448
6861000000,-6.5469576616,2.99757522674
6863000000,-6.54844484844,2.99755293564
6863000000,-6.54993357905,2.99753041123
6864000000,-6.55142383542,2.99750765357
6866000000,-6.55440894452,2.99746143882
6866000000,-6.55440894452,2.99746143882
6868000000,-6.55590379157,2.99743798192
6869000000,-6.55889804091,2.9973903696
6869000000,-6.55889804091,2.9973903696
6870000000,-6.56039743738,2.99736621447
6872000000,-6.56340077483,2.99731720705
6872000000,-6.56340077483,2.99731720705
6873000000,-6.56490471,2.99729235513
6875000000,-6.56791708281,2.99724195588
6875000000,-6.56791708281,2.99724195588
6876000000,-6.56942551446,2.997216409
6878000000,-6.57093544951,2.99719063097
6879000000,-6.5724468691,2.99716462204
6879000000,-6.5724468691,2.99716462204
6880000000,-6.57547418159,2.99711191266
6881000000,-6.57699006845,2.99708521284
6883000000,-6.57850742762,2.99705828336
6883000000,-6.5800262721,2.9970311246
6885000000,-6.58154658267,2.99700373692
6885000000,-6.58306837243,2.99697612073
6887000000,-6.58459162203,2.99694827641
6888000000,-6.58611634462,2.99692020442
6888000000,-6.58611634462,2.99692020442
6890000000,-6.58917016359,2.99686337921
6891000000,-6.59222980405,2.99680564892
6891000000,-6.59222980405,2.99680564892
6893000000,-6.59376179522,2.99677644564
6894000000,-6.59683011998,2.99671736561
6894000000,-6.59683011998,2.99671736561
6895000000,-6.59836644714,2.99668749001
6897000000,-6.599904202,2.99665739148
6898000000,-6.60298401518,2.99659652825
6898000000,-6.60298401518,2.99659652825
6899000000,-6.60452606697,2.99656576487
6901000000,-6.60606953319,2.99653478124
6901000000,-6.60761442746,2.9965035781
6903000000,-6.60916072944,2.99647215617
6904000000,-6.61225757712,2.9964086591
6904000000,-6.61225757712,2.9964086591
6906000000,-6.61380811609,2.99637658557
6906000000,-6.61536004915,2.99634429649
6907000000,-6.61691339009,2.99631179273
6909000000,-6.61846811821,2.99627907516
6909000000,-6.62002424738,2.99624614474
6910000000,-6.62158175675,2.99621300238
6912000000,-6.62314066026,2.99617964907
6912000000,-6.62470093693,2.99614608579
6913000000,-6.62626260077,2.99611231358
6914000000,-6.62782563068,2.99607833347
6916000000,-6.62939004072,2.99604414656
6916000000,-6.62939004072,2.99604414656
6918000000,-6.63252295162,2.99597515673
6918000000,-6.63409144526,2.9959403561
6919000000,-6.63566130475,2.99590535326
6921000000,-6.63723250862,2.99587014941
6921000000,-6.6388050711,2.99583474581
6923000000,-6.6403789706,2.99579914371
6923000000,-6.64195422141,2.99576334445
6924000000,-6.64353080181,2.99572734934
6925000000,-6.64510872614,2.99569115978
6927000000,-6.64668797255,2.99565477714
6927000000,-6.64826855547,2.99561820287
6928000000,-6.64985045289,2.99558143842
6930000000,-6.6514336793,2.99554448529
6930000000,-6.65301821259,2.995507345
6931000000,-6.65460406728,2.99547001913
6933000000,-6.65619122114,2.99543250924
6934000000,-6.65936944776,2.995356944
6934000000,-6.65936944776,2.995356944
6936000000,-6.66096051279,2.995318892
6936000000,-6.66096051279,2.995318892
6937000000,-6.66414650815,2.99524225786
6939000000,-6.66733764336,2.9951649288
6939000000,-6.66733764336,2.9951649288
6940000000,-6.66893512376,2.99512600827
6942000000,-6.67213390898,2.99504766476
6942000000,-6.67213390898,2.99504766476
6943000000,-6.67373520578,2.99500824569
6945000000,-6.67533775399,2.99496866441
6945000000,-6.67694156854,2.99492892298
6946000000,-6.67854662628,2.99488902347
6948000000,-6.68015294219,2.99484896803
6949000000,-6.68336929377,2.994768398
6949000000,-6.68336929377,2.994768398
6951000000,-6.68497932106,2.99472788786
6951000000,-6.68659058999,2.99468723066
6953000000,-6.68820307703,2.99464642872
6953000000,-6.68981679731,2.9946054844
6955000000,-6.69143172718,2.99456440008
6955000000,-6.69304788183,2.99452317823
6956000000,-6.69466523749,2.99448182129
6958000000,-6.69790357366,2.99439871232
6958000000,-6.69790357366,2.99439871232
6960000000,-6.70114670105,2.9943150938
6960000000,-6.70114670105,2.9943150938
6961000000,-6.70277005551,2.99427310009
6963000000,-6.70439458474,2.99423098701
6963000000,-6.70602030418,2.99418875735
6964000000,-6.7076471895,2.9941464139
6966000000,-6.70927525619,2.99410395952
6967000000,-6.71090447979,2.99406139708
6968000000,-6.71416642974,2.99397595984
6968000000,-6.71416642974,2.99397595984
6970000000,-6.71743298312,2.99389012613
6971000000,-6.71743298312,2.99389012613
6971000000,-6.71906797346,2.99384706828
6972000000,-6.72070411362,2.99380392063
6974000000,-6.72234137874,2.99376068633
6975000000,-6.72561930592,2.99367397084
6975000000,-6.72561930592,2.99367397084
6976000000,-6.72725995871,2.99363049624
6978000000,-6.72890171778,2.99358694818
6978000000,-6.7305445989,2.99354333009
6979000000,-6.73218857685,2.9934996454
6981000000,-6.73383366743,2.99345589762
6982000000,-6.73712712635,2.99336822692
6982000000,-6.73712712635,2.99336822692
6984000000,-6.73877548509,2.99332431119
6985000000,-6.74207545779,2.99323633732
6985000000,-6.74207545779,2.99323633732
6987000000,-6.74537972473,2.99314819846
6987000000,-6.74537972473,2.99314819846
6988000000,-6.74703346162,2.99310407666
6990000000,-6.75034409682,2.99301574769
6990000000,-6.75034409682,2.99301574769
6992000000,-6.75200098523,2.9929715484
6993000000,-6.75531789998,2.9928831002
6993000000,-6.75531789998,2.9928831002
6994000000,-6.75697791642,2.99283885943
6996000000,-6.75863895142,2.99279461301
6997000000,-6.76030102121,2.99275036513
6997000000,-6.76196409945,2.99270611998
6997000000,-6.76362820244,2.99266188181
6999000000,-6.76362820244,2.99266188181
7001000000,-6.76695941962,2.99257344358
7002000000,-6.77029463199,2.99248508518
7002000000,-6.77029463199,2.99248508518
7003000000,-6.77196371815,2.99244094694
7005000000,-6.77363379853,2.99239684197
7005000000,-6.77363379853,2.99239684197
7007000000,-6.77697687797,2.99230874988
7008000000,-6.7803238288,2.99222084547
7008000000,-6.7803238288,2.99222084547
7010000000,-6.78199873745,2.9921769752
7011000000,-6.78535141694,2.992089422
7011000000,-6.78535141694,2.992089422
7012000000,-6.78702917731,2.99204574854
7014000000,-6.78870786298,2.99200215021
7014000000,-6.79038749077,2.99195863183
7014000000,-6.79206803321,2.99191519825
7017000000,-6.79374950718,2.99187185434
7018000000,-6.79711518388,2.9917854552
7018000000,-6.79711518388,2.9917854552
7020000000,-6.80048447801,2.991699474
7020000000,-6.80048447801,2.991699474
7021000000,-6.80217046252,2.99165665261
7023000000,-6.80554510195,2.99157137345
7023000000,-6.80554510195,2.99157137345
7024000000,-6.80723374607,2.99152892583
7026000000,-6.80892325078,2.99148661298
7027000000,-6.8123048655,2.99140241213
7027000000,-6.8123048655,2.99140241213
7029000000,-6.81399696464,2.99136053445
7030000000,-6.81738369625,2.99127725046
7030000000,-6.81738369625,2.99127725046
7032000000,-6.82077378423,2.99119462973
7032000000,-6.82077378423,2.99119462973
7034000000,-6.82247006732,2.99115358116
7034000000,-6.82416718452,2.99111271413
7035000000,-6.82586510718,2.99107203389
7037000000,-6.82926339302,2.99099125492
7038000000,-6.82926339302,2.99099125492
7038000000,-6.83096374516,2.99095116675
7039000000,-6.83266488047,2.99091128651
7041000000,-6.83606952505,2.99083217103
7041000000,-6.83606952505,2.99083217103
7042000000,-6.83777302324,2.99079294638
7044000000,-6.83947729388,2.99075395086
7044000000,-6.83947729388,2.99075395086
7046000000,-6.84288811875,2.99067666839
7047000000,-6.84459466176,2.99063839203
7047000000,-6.84630196683,2.99060036598
7049000000,-6.84971879335,2.99052508588
7049000000,-6.84971879335,2.99052508588
7051000000,-6.85142830356,2.99048784235
7053000000,-6.85484951367,2.9904141746
7053000000,-6.85484951367,2.9904141746
7053000000,-6.8565612024,2.99037776081
7054000000,-6.85827359012,2.99034163403
7056000000,-6.85998669521,2.99030579944
7057000000,-6.86341498704,2.99023502743
7057000000,-6.86341498704,2.99023502743
7058000000,-6.86513016252,2.99020010027
7060000000,-6.86684603301,2.99016548581
7061000000,-6.87027978828,2.99009721521
7062000000,-6.87027978828,2.99009721521
7063000000,-6.87371620802,2.99003025581
7063000000,-6.87371620802,2.99003025581
7064000000,-6.87543539696,2.98999728023
7066000000,-6.87887572944,2.98993236186
7066000000,-6.87887572944,2.98993236186
7068000000,-6.88231861455,2.98986885279
7068000000,-6.88231861455,2.98986885279
7070000000,-6.88404100655,2.98983763872
7071000000,-6.88576400768,2.98980679123
7073000000,-6.89093670876,2.98971649471
7073000000,-6.89093670876,2.98971649471
7073000000,-6.89093670876,2.98971649471
7074000000,-6.89266214003,2.98968715974
7075000000,-6.89266214003,2.98968715974
7076000000,-6.89611479052,2.98962966248
7078000000,-6.89784199875,2.98960150896
7078000000,-6.89956977162,2.98957375793
7080000000,-6.90129812865,2.98954641363
7081000000,-6.90475652316,2.98949296189
7081000000,-6.90475652316,2.98949296189
7082000000,-6.90648654966,2.98946686262
7084000000,-6.909948259,2.98941593724
7085000000,-6.909948259,2.98941593724
7086000000,-6.911679931,2.98939111891
7087000000,-6.91514485724,2.98934278989
7087000000,-6.91514485724,2.98934278989
7089000000,-6.91687810064,2.98931928655
7089000000,-6.91861187398,2.98929622879
7090000000,-6.92034614644,2.98927362007
7092000000,-6.92208093816,2.98925146383
7093000000,-6.92555200696,2.989208522
7093000000,-6.92555200696,2.989208522
7095000000,-6.92902503778,2.989167429
7095000000,-6.92902503778,2.989167429
